Temp_Media_C,Temp_Maxima_C,Temp_Minima_C,Humedad_Media_Pct,Precip_Total_mm,Presion_Media_hPa,Irrad_Solar_MJm2,Fecha,Viento_Maximo_kmh
8.4,15.9,4.6,64.0,0.0,1033.6,9.12,2000-01-01,
8.4,16.4,4.9,77.0,0.0,1034.6,9.42,2000-01-02,
8.4,15.4,4.4,81.0,0.0,1036.5,9.42,2000-01-03,
7.4,12.9,4.6,78.0,0.0,1034.8,9.92,2000-01-04,
9.1,15.3,5.5,63.0,0.0,1030.4,8.72,2000-01-05,
8.6,15.3,5.8,65.0,0.0,1029.6,10.12,2000-01-06,
8.9,16.0,4.6,69.0,0.0,1032.4,9.62,2000-01-07,
10.0,15.2,7.9,64.0,0.0,1030.8,7.52,2000-01-08,
9.0,12.5,5.5,72.0,14.0,1029.3,4.92,2000-01-09,
6.5,12.2,4.5,81.0,0.0,1035.6,8.22,2000-01-10,
6.0,12.7,3.1,73.0,0.0,1040.6,9.62,2000-01-11,
6.1,12.9,2.6,73.0,0.0,1036.7,9.92,2000-01-12,
5.3,10.6,2.6,83.0,0.0,1028.7,4.82,2000-01-13,
7.0,14.3,4.4,88.0,0.8,1021.9,9.12,2000-01-14,
7.5,11.7,5.8,91.0,0.0,1026.4,6.42,2000-01-15,
8.2,14.9,5.2,80.0,0.0,1030.8,9.32,2000-01-16,
5.7,11.0,3.1,79.0,0.0,1033.8,10.42,2000-01-17,
7.2,11.5,3.2,55.0,0.0,1024.5,11.82,2000-01-18,
9.1,,3.9,55.0,0.0,1025.1,10.82,2000-01-19,
5.4,12.2,2.7,68.0,0.0,1036.1,9.52,2000-01-20,
4.7,9.8,2.1,63.0,0.0,1031.8,11.52,2000-01-21,
3.5,8.0,0.5,62.0,0.0,1026.4,11.72,2000-01-22,
5.3,12.7,0.8,62.0,0.0,1023.1,10.32,2000-01-23,
4.6,11.4,0.9,45.0,0.0,1024.1,11.42,2000-01-24,
1.2,3.6,0.2,93.0,5.0,1028.6,3.42,2000-01-25,
5.3,13.5,1.7,82.0,6.2,1034.5,6.72,2000-01-26,
8.3,16.2,4.6,83.0,1.2,1037.2,10.52,2000-01-27,
8.3,15.6,4.5,82.0,0.0,1033.2,10.62,2000-01-28,
8.2,14.3,5.2,64.0,0.0,1033.3,11.62,2000-01-29,
10.1,18.1,6.0,66.0,0.0,1035.8,10.32,2000-01-30,
13.9,20.3,10.2,54.0,0.0,1035.5,11.22,2000-01-31,
14.2,20.1,9.6,51.0,0.0,1030.8,10.92,2000-02-01,
13.0,19.0,9.3,75.0,0.0,1029.8,11.52,2000-02-02,
12.7,19.4,9.3,54.0,0.0,1035.4,13.12,2000-02-03,
13.1,22.6,6.6,44.0,0.0,1041.1,13.62,2000-02-04,
9.7,16.4,5.4,77.0,0.0,1040.6,14.12,2000-02-05,
8.8,15.3,6.7,90.0,0.0,1036.6,7.52,2000-02-06,
11.0,17.6,6.6,72.0,0.0,1034.7,12.52,2000-02-07,
11.4,14.8,9.1,69.0,0.0,1032.6,8.52,2000-02-08,
12.2,20.1,8.0,69.0,0.0,1034.5,13.72,2000-02-09,
11.4,19.7,7.2,48.0,0.0,1033.2,15.62,2000-02-10,
12.5,19.6,8.0,54.0,0.0,1029.9,13.62,2000-02-11,
8.2,13.9,6.0,87.0,1.0,1034.2,6.72,2000-02-12,
7.8,13.6,5.0,46.0,0.0,1034.6,8.82,2000-02-13,
11.3,23.7,6.6,60.0,0.0,1031.1,15.12,2000-02-14,
12.6,20.2,7.8,70.0,0.0,1029.9,15.02,2000-02-15,
10.4,18.9,6.9,64.0,0.0,1023.4,13.92,2000-02-16,
8.8,21.3,5.1,75.0,0.0,1022.3,14.92,2000-02-17,
13.0,21.4,7.3,67.0,0.0,1026.3,15.72,2000-02-18,
12.3,22.3,8.3,65.0,0.0,1023.0,16.02,2000-02-19,
10.0,17.1,7.6,77.0,0.0,1028.7,12.92,2000-02-20,
8.7,12.0,7.3,87.0,0.0,1032.3,7.02,2000-02-21,
8.2,13.7,5.1,80.0,0.0,1030.6,8.42,2000-02-22,
8.8,15.9,5.4,67.0,0.0,1032.7,14.12,2000-02-23,
10.9,19.0,6.6,71.0,0.0,1036.9,16.42,2000-02-24,
13.1,20.3,9.6,63.0,0.0,1036.0,17.02,2000-02-25,
14.5,21.2,9.4,,0.0,1038.0,17.12,2000-02-26,
12.9,23.2,7.1,,0.0,1037.7,17.62,2000-02-27,
10.3,18.5,6.9,87.0,0.0,1034.6,9.72,2000-02-28,
10.1,14.7,6.5,81.0,0.0,1031.6,8.12,2000-02-29,
12.2,19.9,8.3,59.0,0.0,1021.4,17.12,2000-03-01,
9.9,17.7,5.5,52.0,0.0,1032.3,18.62,2000-03-02,
12.0,20.6,8.2,52.0,0.0,1029.3,18.62,2000-03-03,
12.2,21.8,7.9,69.0,0.0,1027.8,17.72,2000-03-04,
10.4,17.1,7.6,87.0,0.0,1035.0,12.42,2000-03-05,
9.8,14.2,7.4,91.0,0.0,1037.4,8.02,2000-03-06,
10.4,15.3,7.7,89.0,0.0,1036.4,8.12,2000-03-07,
13.7,21.2,8.5,68.0,0.0,1036.2,18.82,2000-03-08,
17.7,25.3,12.9,43.0,0.0,1032.9,19.02,2000-03-09,
18.8,27.5,13.9,32.0,0.0,1029.3,18.42,2000-03-10,
18.8,28.9,14.2,33.0,0.0,1025.5,18.82,2000-03-11,
16.2,24.2,10.5,42.0,0.0,1024.2,17.92,2000-03-12,
10.7,16.8,7.8,84.0,0.0,1028.7,13.52,2000-03-13,
13.4,21.4,7.3,67.0,0.0,1029.8,17.72,2000-03-14,
14.3,23.1,9.8,60.0,0.0,1026.6,19.02,2000-03-15,
12.4,20.8,9.0,71.0,0.0,1030.5,19.12,2000-03-16,
13.3,22.5,8.5,46.0,0.0,1025.9,16.42,2000-03-17,
13.9,24.4,9.1,47.0,0.0,1022.1,20.62,2000-03-18,
11.0,18.7,7.5,65.0,0.0,1025.0,12.82,2000-03-19,
9.9,18.0,6.6,69.0,0.0,1023.8,14.02,2000-03-20,
10.2,19.4,7.0,84.0,0.2,1024.1,12.62,2000-03-21,
10.7,15.4,7.9,87.0,0.0,1022.9,12.12,2000-03-22,
11.1,13.3,10.0,92.0,2.0,1017.5,4.02,2000-03-23,
12.6,22.7,7.4,70.0,0.0,1019.1,20.72,2000-03-24,
,21.9,7.6,,0.0,,14.22,2000-03-25,
,,,,1.0,,,2000-03-26,
9.0,17.7,5.0,80.0,4.2,1013.3,11.02,2000-03-27,
5.1,13.9,2.0,98.0,15.4,1013.1,10.42,2000-03-28,
7.4,15.3,3.3,78.0,0.0,1015.8,23.52,2000-03-29,
10.8,18.3,7.2,72.0,0.0,1019.0,18.42,2000-03-30,
9.9,14.7,6.8,,23.0,1015.2,9.62,2000-03-31,
10.8,20.1,6.3,,0.0,1014.7,24.72,2000-04-01,
10.7,13.4,7.1,,0.0,1004.4,6.82,2000-04-02,
12.4,18.0,8.4,,1.2,998.0,26.32,2000-04-03,
12.9,19.9,9.0,,0.0,1001.6,21.32,2000-04-04,
10.3,19.6,6.3,,0.0,1014.9,18.42,2000-04-05,
9.3,16.9,3.2,,0.0,1025.7,26.42,2000-04-06,
11.4,20.1,6.8,,0.0,1028.9,26.32,2000-04-07,
9.9,12.8,7.0,88.0,0.0,1021.1,7.42,2000-04-08,
10.6,17.2,8.4,88.0,2.4,1009.9,11.22,2000-04-09,
9.4,11.7,8.0,98.0,19.4,1006.9,6.72,2000-04-10,
9.3,17.8,6.8,92.0,16.0,1005.3,13.02,2000-04-11,
12.7,20.2,8.2,61.0,0.0,1005.2,23.32,2000-04-12,
14.0,21.1,10.0,57.0,0.0,1006.6,23.52,2000-04-13,
14.6,21.5,9.8,65.0,0.2,1004.0,24.42,2000-04-14,
12.9,21.9,8.1,55.0,0.0,1008.6,27.82,2000-04-15,
12.5,19.7,9.0,86.0,8.2,1002.1,10.32,2000-04-16,
12.6,19.7,8.3,70.0,0.6,1011.9,28.42,2000-04-17,
13.5,21.1,9.3,58.0,0.0,1013.9,25.22,2000-04-18,
13.9,22.7,8.5,69.0,0.0,1016.1,27.62,2000-04-19,
17.4,24.8,12.2,61.0,0.0,1016.0,23.82,2000-04-20,
19.4,28.7,14.4,55.0,0.0,1017.4,27.22,2000-04-21,
17.4,23.7,13.4,66.0,0.0,1015.6,26.12,2000-04-22,
13.5,20.8,8.3,63.0,0.0,1018.4,24.52,2000-04-23,
14.8,22.5,9.0,52.0,0.0,1019.0,27.92,2000-04-24,
17.3,23.7,11.8,53.0,0.0,1014.5,28.72,2000-04-25,
16.6,24.5,12.7,65.0,0.0,1012.7,27.12,2000-04-26,
13.8,20.6,10.5,78.0,0.2,1007.8,15.02,2000-04-27,
9.9,19.8,6.7,90.0,28.6,1014.7,14.22,2000-04-28,
13.4,20.0,8.7,83.0,0.0,1019.4,28.12,2000-04-29,
15.4,24.3,9.6,72.0,0.0,1020.5,25.32,2000-04-30,
16.4,25.3,10.0,45.0,0.0,1018.0,26.92,2000-05-01,
18.4,25.7,12.4,41.0,0.0,1016.7,28.62,2000-05-02,
18.8,26.5,13.7,47.0,0.0,1018.5,27.12,2000-05-03,
16.8,22.8,13.6,58.0,0.0,1016.6,18.92,2000-05-04,
18.0,30.8,13.6,77.0,0.0,1012.7,20.32,2000-05-05,
17.4,25.9,11.5,74.0,0.0,1012.7,24.92,2000-05-06,
17.6,26.9,13.3,81.0,0.0,1015.3,23.02,2000-05-07,
17.4,27.8,12.6,84.0,0.0,1017.7,22.62,2000-05-08,
18.2,26.7,13.3,76.0,0.4,1014.6,24.72,2000-05-09,
14.8,18.2,12.1,96.0,31.8,1014.8,5.42,2000-05-10,
17.1,25.9,11.4,82.0,0.0,1018.8,28.52,2000-05-11,
19.3,28.2,12.9,64.0,0.0,1021.2,29.82,2000-05-12,
20.5,27.4,15.3,50.0,0.0,1022.1,30.32,2000-05-13,
21.7,29.4,15.8,48.0,0.0,1022.1,31.22,2000-05-14,
21.4,29.7,15.2,55.0,0.0,1022.4,29.82,2000-05-15,
20.4,29.7,14.5,69.0,0.0,1020.7,29.32,2000-05-16,
18.8,27.7,14.5,76.0,0.4,1019.5,21.32,2000-05-17,
18.2,26.1,14.2,86.0,0.0,1017.0,20.72,2000-05-18,
13.6,15.0,11.4,100.0,4.6,1018.9,5.62,2000-05-19,
14.2,15.6,13.0,100.0,1.8,1016.7,6.22,2000-05-20,
16.4,20.8,14.0,96.0,1.0,1015.7,9.22,2000-05-21,
15.3,21.0,14.2,99.0,30.8,1020.8,8.92,2000-05-22,
17.8,25.4,13.9,91.0,0.0,1022.1,26.32,2000-05-23,
19.0,27.0,15.1,88.0,0.0,1019.8,20.92,2000-05-24,
20.0,27.6,15.5,77.0,0.0,1019.3,28.52,2000-05-25,
20.4,27.4,16.5,72.0,0.0,1017.1,30.82,2000-05-26,
15.9,21.1,13.2,97.0,6.6,1019.9,13.52,2000-05-27,
18.4,28.2,14.0,83.0,0.0,1017.8,21.22,2000-05-28,
19.9,27.2,14.8,73.0,0.0,1020.3,26.72,2000-05-29,
20.2,,15.0,80.0,0.0,1022.3,29.92,2000-05-30,
20.3,27.2,16.3,89.0,0.0,1023.4,18.02,2000-05-31,
21.3,29.4,15.3,83.0,0.0,1024.1,29.52,2000-06-01,
21.6,29.8,16.1,85.0,0.0,1022.8,29.42,2000-06-02,
21.9,31.2,15.9,79.0,0.0,1020.6,31.12,2000-06-03,
22.2,31.8,16.8,62.0,0.2,1019.6,25.12,2000-06-04,
21.5,29.8,17.3,68.0,2.2,1017.4,26.02,2000-06-05,
,,,,1.2,,,2000-06-06,
,,,,0.0,,,2000-06-07,
,,,,0.0,,,2000-06-08,
,,,,0.0,,,2000-06-09,
,,,,4.8,,,2000-06-10,
,,,,0.6,,,2000-06-11,
,,,,0.0,,,2000-06-12,
,,,,6.6,,,2000-06-13,
,,,,0.4,,,2000-06-14,
,,,,0.0,,,2000-06-15,
,,,,0.0,,,2000-06-16,
,,,,0.0,,,2000-06-17,
,,,,0.0,,,2000-06-18,
,32.3,15.7,,0.0,,,2000-06-19,
20.6,29.1,14.4,81.0,0.0,1019.9,30.62,2000-06-20,
20.8,30.1,16.0,82.0,0.0,1020.2,24.62,2000-06-21,
22.0,30.9,16.4,77.0,0.0,1021.4,30.72,2000-06-22,
18.9,23.7,16.7,96.0,0.6,1022.4,6.42,2000-06-23,
19.8,26.8,16.7,87.0,0.0,1020.9,18.82,2000-06-24,
21.0,29.9,17.6,88.0,0.0,1019.0,18.42,2000-06-25,
21.5,28.7,18.4,91.0,0.0,1019.1,13.62,2000-06-26,
24.3,32.7,18.4,78.0,0.0,1016.9,30.22,2000-06-27,
24.6,33.5,18.8,77.0,0.0,1017.8,30.92,2000-06-28,
23.1,,,79.0,0.0,1019.4,23.62,2000-06-29,
23.1,31.3,18.5,80.0,0.0,1017.0,25.12,2000-06-30,
23.9,32.3,18.9,82.0,0.0,1013.6,27.72,2000-07-01,
24.2,33.9,18.0,81.0,0.0,1012.7,25.42,2000-07-02,
24.8,35.6,18.8,82.0,0.0,1009.9,25.82,2000-07-03,
22.5,29.6,17.8,73.0,0.0,1014.7,19.72,2000-07-04,
22.7,32.3,16.5,70.0,0.0,1020.1,28.72,2000-07-05,
25.0,34.2,18.3,60.0,0.0,1017.8,25.62,2000-07-06,
24.5,31.0,19.5,65.0,0.0,1014.9,22.82,2000-07-07,
22.8,32.5,17.8,68.0,0.0,1018.0,28.72,2000-07-08,
21.0,30.4,16.3,70.0,0.0,1017.8,19.12,2000-07-09,
19.6,26.4,15.2,95.0,1.4,1007.5,6.42,2000-07-10,
19.2,28.6,13.1,68.0,0.0,1010.7,28.32,2000-07-11,
18.5,27.9,12.6,66.0,0.0,1019.5,24.62,2000-07-12,
20.5,29.8,15.7,78.0,0.0,1022.1,23.02,2000-07-13,
21.3,31.5,16.1,78.0,0.0,1017.0,24.62,2000-07-14,
20.4,29.0,16.5,82.0,0.0,1014.1,18.52,2000-07-15,
19.3,27.4,15.5,81.0,0.0,1016.7,16.02,2000-07-16,
19.9,27.0,15.5,73.0,0.0,1018.7,18.12,2000-07-17,
21.2,29.3,16.9,74.0,0.0,1019.2,18.82,2000-07-18,
23.9,32.5,18.8,70.0,0.0,1017.8,26.32,2000-07-19,
24.5,32.6,19.3,63.0,0.0,1017.9,27.62,2000-07-20,
25.2,33.4,19.4,58.0,0.0,1018.4,27.92,2000-07-21,
25.0,34.2,19.6,55.0,0.0,1015.5,27.02,2000-07-22,
22.8,34.0,19.4,87.0,0.4,1012.2,13.72,2000-07-23,
24.6,34.6,19.7,63.0,0.0,1010.9,21.62,2000-07-24,
24.1,33.7,18.6,78.0,0.0,1010.3,22.72,2000-07-25,
23.9,32.7,18.0,78.0,0.0,1014.8,28.22,2000-07-26,
25.3,34.2,18.2,58.0,0.0,1017.6,28.02,2000-07-27,
24.2,32.8,19.4,75.0,0.0,1019.2,21.72,2000-07-28,
22.8,30.5,18.8,82.0,0.0,1022.5,23.82,2000-07-29,
23.1,30.3,19.0,84.0,0.0,1023.9,17.22,2000-07-30,
,,,,0.0,,,2000-07-31,
,,,,0.0,,,2000-08-01,
,,,,0.0,,,2000-08-02,
,,,,1.4,,,2000-08-03,
,,,,2.0,,,2000-08-04,
,,,,0.0,,,2000-08-05,
,,,,0.0,,,2000-08-06,
,,,,0.0,,,2000-08-07,
,33.2,19.2,,0.0,,20.42,2000-08-08,
24.0,32.7,18.8,78.0,0.0,1021.1,22.02,2000-08-09,
25.2,33.4,20.3,66.0,0.0,1019.9,26.52,2000-08-10,
24.4,33.4,19.3,74.0,0.6,1015.9,22.42,2000-08-11,
23.8,32.2,18.3,75.0,0.4,1015.0,23.22,2000-08-12,
25.6,36.0,20.5,57.0,0.0,1019.1,22.52,2000-08-13,
26.8,35.6,21.5,56.0,0.0,1022.1,24.92,2000-08-14,
28.1,36.4,23.4,46.0,0.0,1022.0,25.22,2000-08-15,
27.9,36.5,23.1,47.0,0.0,1018.5,25.12,2000-08-16,
26.6,36.2,20.8,66.0,0.0,1017.0,24.42,2000-08-17,
25.5,36.6,19.9,74.0,0.0,1015.1,22.22,2000-08-18,
25.6,35.7,20.6,80.0,0.0,1014.8,23.22,2000-08-19,
26.5,35.2,20.4,72.0,0.0,1014.8,23.22,2000-08-20,
24.7,33.9,19.9,80.0,2.0,1015.2,14.72,2000-08-21,
24.2,34.1,18.3,65.0,0.0,1017.2,25.22,2000-08-22,
24.4,33.5,19.5,83.0,0.0,1017.7,20.02,2000-08-23,
28.4,38.2,21.5,54.0,0.0,1020.2,21.52,2000-08-24,
28.6,37.0,21.5,48.0,0.0,1016.1,21.52,2000-08-25,
26.6,35.3,20.3,62.0,0.0,1012.0,18.72,2000-08-26,
22.9,33.2,17.9,60.0,0.0,1020.3,22.62,2000-08-27,
22.1,29.7,18.5,82.0,0.0,1022.8,12.52,2000-08-28,
23.6,32.5,18.6,81.0,0.0,1020.0,21.82,2000-08-29,
21.1,30.6,16.0,84.0,6.8,1015.3,12.92,2000-08-30,
21.4,30.2,17.6,76.0,0.0,1013.4,18.72,2000-08-31,
23.2,,,82.0,0.0,1013.3,22.02,2000-09-01,
21.1,26.5,19.4,85.0,0.0,1016.1,7.32,2000-09-02,
19.6,25.4,16.5,90.0,4.2,1017.1,8.22,2000-09-03,
20.5,27.9,16.4,76.0,0.0,1018.4,18.62,2000-09-04,
21.1,29.3,16.2,77.0,0.0,1021.9,20.12,2000-09-05,
22.8,31.5,17.6,73.0,0.0,1019.2,23.02,2000-09-06,
22.4,30.9,18.8,80.0,0.0,1016.4,15.52,2000-09-07,
22.4,33.0,17.2,73.0,0.0,1019.8,18.22,2000-09-08,
22.0,31.5,16.4,68.0,0.0,1023.3,22.72,2000-09-09,
22.4,31.9,16.8,57.0,0.0,1021.0,22.82,2000-09-10,
22.9,32.0,17.9,68.0,0.0,1016.0,22.42,2000-09-11,
22.3,32.6,18.5,80.0,0.2,1015.1,17.12,2000-09-12,
22.5,31.0,19.0,84.0,0.0,1015.9,16.42,2000-09-13,
23.3,32.3,19.2,81.0,0.0,1016.7,18.82,2000-09-14,
24.9,34.4,19.0,70.0,0.0,1016.2,20.42,2000-09-15,
22.9,29.8,18.3,79.0,0.0,1015.9,10.82,2000-09-16,
20.6,26.3,18.1,90.0,0.0,1013.2,5.82,2000-09-17,
18.8,23.5,16.6,90.0,0.8,1009.8,4.32,2000-09-18,
19.5,28.1,16.6,81.0,14.6,1003.1,10.42,2000-09-19,
17.1,23.3,12.6,59.0,2.8,1008.0,19.22,2000-09-20,
18.9,27.6,12.9,51.0,0.0,1020.0,20.62,2000-09-21,
22.3,31.8,18.0,41.0,0.0,1020.6,19.72,2000-09-22,
20.5,29.8,15.7,74.0,0.0,1018.5,19.62,2000-09-23,
20.6,30.5,15.7,85.0,0.0,1019.5,16.92,2000-09-24,
20.6,28.0,17.6,91.0,0.0,1023.0,9.02,2000-09-25,
21.1,28.6,17.5,86.0,0.0,1022.1,13.62,2000-09-26,
19.2,27.7,15.2,94.0,12.0,1021.1,6.12,2000-09-27,
20.0,27.8,14.8,91.0,15.2,1012.4,13.82,2000-09-28,
17.2,25.1,14.1,76.0,4.2,1003.5,16.02,2000-09-29,
16.3,25.7,11.2,58.0,0.0,1007.3,19.02,2000-09-30,
15.0,23.7,10.5,77.0,9.6,1009.9,10.42,2000-10-01,
16.4,26.9,11.5,75.0,0.0,1014.3,19.22,2000-10-02,
16.8,24.7,12.6,73.0,0.0,1018.7,14.92,2000-10-03,
18.1,27.4,13.8,80.0,0.0,1019.3,14.82,2000-10-04,
19.2,26.7,15.5,78.0,0.0,1019.2,14.42,2000-10-05,
16.6,24.2,14.1,82.0,0.0,1020.6,10.32,2000-10-06,
15.8,24.7,11.4,59.0,0.0,1022.4,17.02,2000-10-07,
15.6,25.2,10.6,85.0,0.0,1020.5,17.02,2000-10-08,
16.9,26.0,12.9,79.0,0.0,1014.9,14.52,2000-10-09,
15.3,18.4,12.0,85.0,3.6,1006.0,4.22,2000-10-10,
16.3,21.2,12.7,80.0,0.2,997.9,5.82,2000-10-11,
13.2,15.0,11.5,86.0,2.4,1000.5,3.62,2000-10-12,
10.2,12.1,8.7,93.0,21.0,1007.3,1.42,2000-10-13,
13.5,22.9,10.1,77.0,0.0,1010.7,12.52,2000-10-14,
12.1,19.7,8.9,80.0,1.2,1006.7,11.12,2000-10-15,
12.9,18.9,9.9,80.0,0.0,1015.6,9.62,2000-10-16,
15.8,24.5,11.2,71.0,0.0,1026.2,15.42,2000-10-17,
16.9,24.3,12.7,59.0,0.0,1025.1,14.32,2000-10-18,
18.1,28.7,13.6,73.0,0.0,1021.1,12.72,2000-10-19,
17.1,24.6,13.9,93.0,0.0,1019.0,6.62,2000-10-20,
16.8,17.7,15.8,100.0,3.8,1019.6,1.92,2000-10-21,
15.7,16.5,14.6,100.0,10.8,1024.8,1.42,2000-10-22,
16.9,18.1,15.9,100.0,0.8,1024.0,3.22,2000-10-23,
16.2,21.0,13.8,93.0,0.0,1023.7,7.92,2000-10-24,
17.0,26.6,13.8,91.0,0.0,1020.2,7.42,2000-10-25,
17.1,23.8,14.3,92.0,0.0,1019.4,7.02,2000-10-26,
16.6,23.6,14.1,84.0,0.0,1021.5,13.02,2000-10-27,
17.2,24.6,14.3,83.0,0.0,1020.3,11.82,2000-10-28,
16.7,26.0,12.7,85.0,0.0,1021.2,12.02,2000-10-29,
15.7,20.7,13.0,92.0,0.0,1012.7,7.52,2000-10-30,
12.2,18.0,9.9,87.0,3.0,1009.4,4.72,2000-10-31,
12.4,20.4,8.5,59.0,0.0,1014.5,12.92,2000-11-01,
12.3,13.7,11.0,76.0,0.2,1007.8,5.32,2000-11-02,
13.0,19.7,7.7,62.0,0.0,1006.1,12.82,2000-11-03,
10.5,17.5,5.7,60.0,0.0,1017.2,12.92,2000-11-04,
11.3,18.8,8.0,72.0,0.2,1012.4,8.42,2000-11-05,
13.4,18.4,9.5,62.0,2.2,994.3,11.12,2000-11-06,
9.7,14.5,6.8,48.0,0.0,999.6,11.02,2000-11-07,
9.0,15.6,5.6,49.0,0.0,1006.9,12.92,2000-11-08,
9.9,17.8,5.9,51.0,0.0,1015.9,12.12,2000-11-09,
10.1,20.9,6.1,66.0,0.0,1024.0,10.92,2000-11-10,
11.9,19.4,7.1,82.0,0.0,1024.5,8.12,2000-11-11,
14.4,21.6,11.5,90.0,0.0,1014.8,6.42,2000-11-12,
13.6,16.0,12.3,97.0,0.4,1006.1,2.52,2000-11-13,
11.9,19.3,8.9,63.0,0.6,1009.9,11.22,2000-11-14,
10.1,12.6,8.6,66.0,0.0,1014.7,3.22,2000-11-15,
8.5,13.4,6.2,67.0,0.0,1013.0,8.42,2000-11-16,
9.2,15.9,5.0,68.0,0.0,1014.3,8.82,2000-11-17,
8.1,10.6,6.0,66.0,0.0,1017.3,6.12,2000-11-18,
10.8,18.2,7.2,75.0,0.0,1012.2,10.02,2000-11-19,
10.4,14.9,7.3,81.0,0.0,1008.2,4.92,2000-11-20,
9.7,17.1,5.2,71.0,0.0,1013.4,10.72,2000-11-21,
12.7,21.0,8.9,71.0,0.0,1013.0,9.72,2000-11-22,
11.1,,,86.0,7.6,1006.5,2.12,2000-11-23,
8.3,16.8,5.4,65.0,0.0,1013.7,10.12,2000-11-24,
9.6,15.4,5.3,75.0,0.0,1013.5,10.02,2000-11-25,
15.0,22.6,10.4,62.0,0.0,1015.2,9.82,2000-11-26,
14.2,24.4,10.4,82.0,0.2,1020.3,9.82,2000-11-27,
14.5,23.1,11.1,83.0,0.0,1020.2,9.62,2000-11-28,
13.7,21.5,11.1,95.0,6.0,1015.1,5.02,2000-11-29,
12.1,20.0,9.9,90.0,0.0,1016.5,7.82,2000-11-30,
12.7,18.5,9.5,96.0,0.0,1018.9,5.92,2000-12-01,
12.6,18.1,9.5,86.0,0.0,1017.4,4.42,2000-12-02,
9.7,15.8,6.7,71.0,0.0,1021.0,9.62,2000-12-03,
11.4,17.8,7.1,59.0,0.0,1020.1,8.42,2000-12-04,
11.7,16.3,8.7,91.0,0.0,1019.0,3.82,2000-12-05,
12.8,19.9,10.9,96.0,0.2,1016.8,5.62,2000-12-06,
12.8,14.5,10.9,98.0,1.4,1011.8,2.72,2000-12-07,
14.0,19.9,10.7,61.0,0.0,1012.1,6.72,2000-12-08,
11.5,17.2,8.8,59.0,0.0,1020.4,9.02,2000-12-09,
11.5,17.9,8.7,57.0,0.0,1027.0,7.72,2000-12-10,
13.6,19.2,10.9,58.0,0.0,1030.1,8.02,2000-12-11,
14.0,18.5,11.1,41.0,0.0,1028.3,7.02,2000-12-12,
14.6,21.9,10.5,50.0,0.0,1026.9,8.22,2000-12-13,
13.9,20.5,11.6,41.0,0.0,1017.5,7.82,2000-12-14,
10.2,15.9,6.6,61.0,0.0,1015.5,6.72,2000-12-15,
8.3,15.8,4.7,60.0,0.0,1020.8,9.42,2000-12-16,
8.4,14.5,5.4,61.0,0.0,1019.3,9.72,2000-12-17,
10.5,17.0,6.7,58.0,0.0,1020.6,9.12,2000-12-18,
11.8,19.4,8.6,73.0,0.0,1019.0,8.52,2000-12-19,
11.2,19.6,8.2,89.0,0.0,1014.3,6.92,2000-12-20,
10.5,14.1,9.2,100.0,3.8,1012.8,3.22,2000-12-21,
11.4,12.5,9.9,100.0,5.8,,1.92,2000-12-22,
10.0,12.5,8.0,100.0,33.2,,2.42,2000-12-23,
10.0,11.7,7.9,100.0,17.2,,0.52,2000-12-24,
9.7,15.3,7.1,73.0,0.0,,8.62,2000-12-25,
11.5,18.3,9.0,63.0,0.0,,9.32,2000-12-26,
9.1,12.8,6.9,66.0,0.2,,5.72,2000-12-27,
5.9,8.0,4.2,75.0,0.0,,4.92,2000-12-28,
8.0,14.4,4.8,68.0,0.0,,9.32,2000-12-29,
7.3,9.2,3.9,63.0,0.0,,1.72,2000-12-30,
4.9,10.9,0.9,36.0,0.0,,9.92,2000-12-31,
10.6,17.8,6.3,82.0,0.0,1004.6,7.32,2001-01-01,
11.8,18.3,8.4,65.0,0.0,1002.7,7.12,2001-01-02,
10.0,16.2,7.6,55.0,0.0,1009.3,8.32,2001-01-03,
11.6,16.6,8.8,50.0,0.0,1007.4,8.42,2001-01-04,
12.8,16.1,9.3,67.0,0.0,1003.3,4.42,2001-01-05,
12.6,17.2,6.6,84.0,0.0,1000.1,1.52,2001-01-06,
7.3,15.1,4.6,82.0,0.0,1007.9,7.72,2001-01-07,
6.3,13.0,3.1,73.0,0.0,1010.6,10.02,2001-01-08,
8.2,12.7,4.5,71.0,0.0,1010.6,5.82,2001-01-09,
12.2,19.0,7.9,65.0,0.0,1007.9,8.82,2001-01-10,
12.4,18.9,9.0,86.0,0.2,1006.9,6.32,2001-01-11,
11.4,17.4,9.0,94.0,0.0,1004.1,7.62,2001-01-12,
10.7,16.8,8.6,90.0,3.6,1008.1,4.62,2001-01-13,
7.8,9.2,6.4,100.0,14.0,1011.6,0.92,2001-01-14,
6.8,8.1,4.7,100.0,65.0,1012.3,0.92,2001-01-15,
6.5,12.1,4.7,96.0,0.4,1010.9,3.62,2001-01-16,
7.3,15.1,3.7,83.0,0.0,1013.4,8.52,2001-01-17,
7.8,10.8,5.6,93.0,0.2,1010.2,2.82,2001-01-18,
8.3,16.5,4.9,81.0,0.0,1010.8,9.82,2001-01-19,
8.4,16.6,5.2,80.0,0.0,1018.1,10.82,2001-01-20,
8.9,16.9,5.8,78.0,0.0,1018.0,10.62,2001-01-21,
9.7,16.1,7.3,84.0,0.0,1010.1,7.32,2001-01-22,
12.9,19.1,8.9,66.0,0.0,1007.0,8.12,2001-01-23,
14.4,19.9,11.9,63.0,0.0,1005.0,7.42,2001-01-24,
