Temp_Media_C,Temp_Maxima_C,Temp_Minima_C,Humedad_Media_Pct,Precip_Total_mm,Presion_Media_hPa,Irrad_Solar_MJm2,Fecha,Viento_Maximo_kmh
7.1,13.2,2.7,49.0,0.0,1030.0,15.92,2004-03-03,
10.5,16.8,5.8,49.0,0.0,1025.3,16.62,2004-03-04,
12.1,15.0,8.8,61.0,0.0,1019.8,6.92,2004-03-05,
11.2,17.0,7.2,64.0,6.0,1018.9,14.02,2004-03-06,
8.1,14.4,3.7,81.0,1.6,1024.2,17.82,2004-03-07,
7.4,14.1,5.7,82.0,1.0,1024.0,10.92,2004-03-08,
7.8,13.6,4.1,71.0,0.2,1024.4,17.32,2004-03-09,
7.1,9.4,5.6,89.0,0.0,1019.4,4.92,2004-03-10,
7.7,14.2,4.5,79.0,0.0,1019.1,12.92,2004-03-11,
10.2,15.3,7.5,94.0,0.0,1015.6,4.72,2004-03-12,
10.0,11.3,8.8,94.0,0.6,1017.7,1.82,2004-03-13,
10.0,14.8,8.3,87.0,0.2,1028.6,9.02,2004-03-14,
10.4,13.9,8.6,86.0,0.0,1032.3,14.92,2004-03-15,
10.8,14.0,8.9,79.0,0.0,1032.0,17.02,2004-03-16,
,11.9,7.9,,0.0,982.1,,2004-03-17,
10.0,16.3,7.9,83.0,0.0,1030.1,13.22,2004-03-18,
12.5,18.9,8.4,72.0,0.0,1030.7,16.72,2004-03-19,
13.7,18.8,10.5,67.0,0.0,1029.9,18.32,2004-03-20,
12.0,18.1,9.1,78.0,0.0,1024.3,18.52,2004-03-21,
8.1,15.8,3.9,71.0,0.0,1020.1,16.92,2004-03-22,
7.5,15.3,2.9,57.0,0.0,1015.2,20.52,2004-03-23,
7.0,13.7,3.2,60.0,0.0,1015.5,20.32,2004-03-24,
6.7,13.8,3.4,79.0,1.0,1015.4,11.92,2004-03-25,
6.5,12.0,3.3,80.0,0.0,1012.3,13.42,2004-03-26,
3.8,6.0,2.2,88.0,14.0,1013.4,3.62,2004-03-27,
7.3,12.0,3.1,76.0,1.4,1013.7,18.02,2004-03-28,
8.9,10.6,8.0,83.0,30.6,1008.5,2.72,2004-03-29,
9.4,12.0,8.1,97.0,10.6,1008.0,5.32,2004-03-30,
10.8,16.5,8.3,89.0,0.4,1012.1,13.12,2004-03-31,
11.5,17.9,7.6,79.0,0.0,1012.4,22.02,2004-04-01,
11.4,17.2,9.2,80.0,2.8,1014.8,12.32,2004-04-02,
12.4,18.7,8.2,58.0,0.0,1027.1,24.42,2004-04-03,
14.5,20.0,10.5,55.0,0.0,1028.4,23.22,2004-04-04,
14.9,20.6,10.3,65.0,0.0,1024.9,22.92,2004-04-05,
11.1,17.5,8.8,86.0,0.0,1017.8,14.22,2004-04-06,
9.6,15.4,6.2,78.0,0.2,1015.5,12.92,2004-04-07,
5.3,8.4,4.0,96.0,17.6,1015.5,3.32,2004-04-08,
7.2,14.9,3.7,81.0,3.4,1012.2,21.22,2004-04-09,
7.9,14.4,4.9,75.0,0.0,1013.8,17.22,2004-04-10,
9.3,16.4,5.2,64.0,0.0,1016.2,22.02,2004-04-11,
9.0,16.1,6.4,74.0,2.0,1017.9,14.72,2004-04-12,
10.9,18.9,6.3,64.0,0.0,1020.0,26.32,2004-04-13,
9.8,15.7,5.0,85.0,15.6,1019.2,10.72,2004-04-14,
9.6,14.2,6.5,82.0,0.0,1017.8,23.62,2004-04-15,
9.8,10.4,9.2,94.0,38.6,1004.2,2.22,2004-04-16,
11.7,16.8,9.4,77.0,0.0,1010.9,17.72,2004-04-17,
11.4,17.6,7.8,71.0,0.0,1003.7,18.42,2004-04-18,
10.6,17.2,4.6,58.0,0.0,1007.0,27.42,2004-04-19,
13.2,21.1,8.8,58.0,0.0,1013.0,25.12,2004-04-20,
15.9,22.4,11.6,57.0,0.0,1017.2,26.82,2004-04-21,
11.5,13.8,10.0,82.0,8.8,1015.0,5.22,2004-04-22,
13.6,22.9,9.2,71.0,5.4,1017.3,21.42,2004-04-23,
16.2,22.6,11.4,60.0,0.0,1018.3,27.12,2004-04-24,
15.1,20.1,10.9,57.0,0.0,1019.3,27.82,2004-04-25,
14.2,21.5,10.6,60.0,0.0,1017.5,25.92,2004-04-26,
14.2,20.3,10.7,60.0,0.0,1014.1,27.72,2004-04-27,
12.5,16.9,10.3,71.0,4.4,1007.4,18.72,2004-04-28,
11.2,13.7,10.0,93.0,22.2,999.1,6.42,2004-04-29,
10.8,16.5,8.1,72.0,0.2,1002.2,19.32,2004-04-30,
12.4,18.5,8.7,67.0,0.0,1008.7,20.42,2004-05-01,
11.9,17.5,9.5,82.0,0.6,1007.2,14.62,2004-05-02,
11.6,14.4,10.2,83.0,2.2,996.3,1.52,2004-05-03,
12.7,19.7,9.5,73.0,9.8,997.5,14.82,2004-05-04,
9.3,12.1,7.4,86.0,2.0,995.7,9.52,2004-05-05,
11.1,17.3,5.6,57.0,0.0,1001.9,28.72,2004-05-06,
10.8,17.6,7.4,66.0,0.0,1008.1,26.32,2004-05-07,
10.3,17.7,5.5,71.0,0.0,1013.6,28.42,2004-05-08,
12.7,20.1,7.9,65.0,0.0,1011.7,27.52,2004-05-09,
11.3,16.7,9.5,88.0,3.8,1011.4,12.12,2004-05-10,
10.2,11.5,9.0,90.0,15.0,1012.4,3.42,2004-05-11,
13.2,19.7,11.7,76.0,1.2,1011.2,15.22,2004-05-12,
14.1,20.0,10.3,72.0,0.0,1013.9,25.72,2004-05-13,
13.7,20.9,10.2,74.0,0.0,1019.4,18.62,2004-05-14,
15.6,21.9,11.2,61.0,0.0,1023.0,29.02,2004-05-15,
17.9,23.6,14.0,55.0,0.0,1020.2,29.82,2004-05-16,
17.4,22.6,13.2,60.0,0.0,1021.7,29.32,2004-05-17,
17.4,23.8,13.3,59.0,0.0,1025.3,30.32,2004-05-18,
20.4,26.9,16.2,45.0,0.0,1024.5,30.12,2004-05-19,
18.4,24.8,13.0,48.0,0.0,1021.2,31.32,2004-05-20,
16.1,21.8,11.8,70.0,0.0,1016.5,29.22,2004-05-21,
16.0,21.9,12.1,67.0,0.0,1015.5,19.82,2004-05-22,
15.3,21.4,12.1,77.0,1.8,1017.6,23.62,2004-05-23,
15.8,21.3,13.2,70.0,0.0,1019.3,28.12,2004-05-24,
15.3,21.7,12.3,71.0,0.0,1019.8,23.22,2004-05-25,
14.8,20.5,12.1,74.0,0.0,1019.2,21.02,2004-05-26,
18.0,24.1,11.8,58.0,0.0,1020.4,29.52,2004-05-27,
17.5,23.3,13.6,74.0,0.0,1022.1,19.22,2004-05-28,
18.9,25.1,14.9,64.0,0.0,1023.1,30.12,2004-05-29,
18.7,26.1,15.9,73.0,0.0,1023.6,20.62,2004-05-30,
17.2,21.9,15.2,88.0,0.0,1022.9,9.82,2004-05-31,
19.0,25.5,15.6,80.0,0.0,1021.8,20.72,2004-06-01,
17.8,23.5,15.6,81.0,0.0,1022.7,13.42,2004-06-02,
18.1,25.7,14.9,70.0,0.0,1021.8,29.62,2004-06-03,
19.3,25.7,14.3,61.0,0.0,1019.6,29.62,2004-06-04,
20.1,26.6,16.1,65.0,0.0,1016.6,30.02,2004-06-05,
19.6,27.2,15.2,70.0,0.0,1016.6,30.62,2004-06-06,
18.7,25.3,15.4,63.0,0.0,1021.8,28.42,2004-06-07,
18.9,24.6,15.0,62.0,0.0,1024.1,29.02,2004-06-08,
20.0,25.9,15.7,60.0,0.0,1024.8,29.72,2004-06-09,
21.1,27.7,16.0,58.0,0.0,1024.3,30.12,2004-06-10,
22.7,29.8,19.2,52.0,0.0,1022.6,25.72,2004-06-11,
22.0,29.0,16.7,54.0,0.6,1022.0,25.82,2004-06-12,
19.3,26.0,15.8,71.0,0.8,1022.4,23.02,2004-06-13,
18.1,23.9,12.2,65.0,0.8,1022.5,28.52,2004-06-14,
16.3,21.4,11.8,74.0,5.6,1020.5,22.42,2004-06-15,
21.4,28.8,14.5,53.0,0.0,1017.0,25.42,2004-06-16,
23.1,28.0,19.2,49.0,0.0,1016.1,30.12,2004-06-17,
22.8,28.9,17.7,59.0,0.0,1012.9,31.22,2004-06-18,
18.6,25.8,15.0,80.0,6.2,1010.1,13.22,2004-06-19,
17.3,23.0,13.1,75.0,0.0,1012.7,27.22,2004-06-20,
18.6,24.8,14.3,79.0,0.0,1017.1,21.12,2004-06-21,
20.2,27.7,17.0,80.0,0.0,1019.0,20.12,2004-06-22,
21.4,29.3,16.9,75.0,0.0,1018.1,26.52,2004-06-23,
21.3,27.6,17.5,68.0,0.0,1019.6,27.32,2004-06-24,
21.4,26.3,18.3,60.0,0.0,1020.5,21.52,2004-06-25,
23.9,31.4,18.4,54.0,0.0,1020.9,29.12,2004-06-26,
26.0,32.4,21.7,47.0,0.0,1022.6,30.32,2004-06-27,
25.6,,21.9,57.0,0.0,1024.1,26.72,2004-06-28,
24.9,32.8,20.3,60.0,0.0,1022.8,28.82,2004-06-29,
24.7,31.8,20.4,54.0,0.0,1019.4,29.62,2004-06-30,
23.1,29.2,18.9,63.0,0.0,1018.1,28.92,2004-07-01,
20.8,26.4,17.9,68.0,0.0,1020.6,20.52,2004-07-02,
20.6,27.1,17.6,71.0,0.0,1022.3,14.82,2004-07-03,
22.3,30.2,17.0,69.0,0.0,1020.7,29.52,2004-07-04,
22.5,27.7,17.9,64.0,1.8,1020.5,20.72,2004-07-05,
21.2,27.2,17.8,65.0,0.6,1018.1,19.32,2004-07-06,
23.6,31.9,18.9,61.0,0.0,1012.6,28.42,2004-07-07,
21.6,28.4,17.2,56.0,0.0,1016.1,29.62,2004-07-08,
19.5,25.5,15.3,59.0,0.0,1021.7,24.32,2004-07-09,
19.7,25.5,15.6,70.0,0.0,1020.0,21.62,2004-07-10,
15.6,19.5,13.0,92.0,28.2,1018.6,8.52,2004-07-11,
17.0,24.0,13.6,73.0,3.4,1017.5,21.22,2004-07-12,
18.0,24.7,13.7,69.0,0.0,1019.1,22.42,2004-07-13,
19.9,26.7,15.4,68.0,0.0,1021.4,29.42,2004-07-14,
21.8,29.2,17.8,65.0,0.0,1020.5,30.02,2004-07-15,
22.5,29.8,18.5,60.0,0.0,1018.2,29.42,2004-07-16,
21.4,27.5,17.9,70.0,0.0,1019.1,25.02,2004-07-17,
21.7,27.5,18.6,60.0,0.0,1019.0,26.22,2004-07-18,
21.8,27.3,18.1,74.0,0.0,1017.9,26.62,2004-07-19,
22.3,28.6,18.9,74.0,0.0,1016.9,17.72,2004-07-20,
22.6,28.3,19.2,81.0,0.0,1018.8,18.52,2004-07-21,
23.6,29.1,19.3,75.0,0.0,1019.7,28.12,2004-07-22,
24.4,29.8,20.2,73.0,0.0,1021.4,21.42,2004-07-23,
26.2,31.9,22.7,64.0,0.0,1021.0,24.02,2004-07-24,
24.7,31.4,20.8,67.0,0.0,1018.3,25.82,2004-07-25,
23.3,31.1,20.1,70.0,0.0,1016.3,19.92,2004-07-26,
22.3,27.8,19.0,71.0,0.0,1016.7,16.52,2004-07-27,
22.9,30.7,19.0,74.0,0.0,1016.5,24.12,2004-07-28,
22.9,28.3,19.4,66.0,0.0,1017.4,18.22,2004-07-29,
25.9,33.4,21.4,48.0,0.0,1019.7,25.62,2004-07-30,
27.5,34.6,23.6,46.0,0.0,1019.9,26.02,2004-07-31,
27.2,35.1,22.5,46.0,0.0,1017.7,25.12,2004-08-01,
28.1,36.1,21.6,47.0,1.0,1014.9,18.02,2004-08-02,
27.2,35.7,21.7,54.0,0.0,1012.1,25.42,2004-08-03,
22.0,30.3,18.4,81.0,1.6,1012.6,12.72,2004-08-04,
22.1,29.8,17.9,75.0,0.0,1014.9,24.22,2004-08-05,
22.5,29.3,19.0,79.0,0.0,1017.1,16.32,2004-08-06,
24.4,32.9,20.1,70.0,0.0,1015.2,24.42,2004-08-07,
24.4,30.5,21.3,66.0,0.0,1011.3,22.02,2004-08-08,
23.7,29.5,20.5,84.0,0.0,1010.6,11.62,2004-08-09,
25.0,35.0,21.2,69.0,0.0,1012.3,23.22,2004-08-10,
25.5,33.5,21.1,52.0,0.0,1014.5,25.92,2004-08-11,
26.4,34.7,20.8,46.0,0.0,1013.4,26.72,2004-08-12,
22.5,29.1,18.6,69.0,0.0,1019.2,24.52,2004-08-13,
22.6,29.7,19.4,75.0,0.0,1022.1,14.92,2004-08-14,
24.1,30.7,20.6,71.0,0.0,1019.9,24.32,2004-08-15,
24.2,32.7,20.4,79.0,0.0,1014.8,18.72,2004-08-16,
24.3,32.4,20.6,77.0,0.0,1010.8,16.92,2004-08-17,
25.9,35.1,20.8,56.0,0.0,1012.7,26.42,2004-08-18,
26.5,,20.8,56.0,0.0,1009.3,24.62,2004-08-19,
23.1,30.4,18.8,52.0,0.0,1010.4,15.32,2004-08-20,
21.1,28.9,16.7,62.0,0.0,1014.8,18.92,2004-08-21,
22.1,30.5,17.5,72.0,0.0,1014.4,18.22,2004-08-22,
22.5,28.7,19.9,80.0,0.0,1014.8,11.32,2004-08-23,
23.1,31.3,20.0,75.0,0.0,1012.8,15.62,2004-08-24,
22.4,29.7,18.7,72.0,0.0,1013.4,16.72,2004-08-25,
21.5,29.0,17.6,65.0,0.0,1014.7,23.12,2004-08-26,
21.2,27.7,18.6,78.0,0.0,1012.6,12.62,2004-08-27,
20.8,25.9,19.0,77.0,0.0,1011.9,11.82,2004-08-28,
20.3,24.8,16.7,85.0,6.8,1013.0,6.22,2004-08-29,
21.1,25.3,18.9,89.0,1.4,1013.7,10.82,2004-08-30,
19.7,23.8,18.4,87.0,0.0,1012.2,9.32,2004-08-31,
21.2,26.6,18.5,85.0,0.0,1010.0,14.42,2004-09-01,
20.1,21.4,18.2,96.0,9.4,1011.2,4.72,2004-09-02,
19.9,23.6,15.9,83.0,29.8,1015.0,11.72,2004-09-03,
22.6,27.6,19.6,71.0,0.0,1017.7,19.32,2004-09-04,
22.7,27.2,20.5,74.0,0.0,1014.9,11.32,2004-09-05,
21.8,25.2,19.3,80.0,0.8,1013.0,16.12,2004-09-06,
20.1,23.4,16.5,89.0,6.6,1016.0,16.52,2004-09-07,
20.6,25.0,18.9,83.0,0.0,1018.4,17.52,2004-09-08,
22.4,28.8,19.3,72.0,0.0,1017.4,19.22,2004-09-09,
22.1,27.6,19.7,78.0,0.0,1016.1,15.12,2004-09-10,
22.8,29.8,18.0,74.0,3.2,1015.2,18.92,2004-09-11,
21.0,25.7,17.8,78.0,0.4,1015.5,18.52,2004-09-12,
21.2,26.0,17.6,81.0,0.0,1011.4,12.32,2004-09-13,
19.8,24.9,16.9,88.0,14.6,1008.7,14.52,2004-09-14,
18.0,23.3,13.7,76.0,4.8,1013.9,14.72,2004-09-15,
17.9,24.8,13.7,72.0,1.8,1016.7,19.62,2004-09-16,
19.4,25.4,16.1,73.0,0.0,1017.8,19.22,2004-09-17,
20.8,27.1,17.6,75.0,0.0,1015.7,19.32,2004-09-18,
22.1,28.9,19.0,76.0,0.0,1014.8,20.52,2004-09-19,
20.4,23.1,18.7,87.0,0.0,1017.0,10.02,2004-09-20,
20.5,23.0,19.0,90.0,0.0,1018.9,5.92,2004-09-21,
21.0,28.4,17.1,76.0,0.0,1017.9,19.72,2004-09-22,
20.7,25.5,17.8,66.0,0.0,1014.6,19.22,2004-09-23,
20.1,26.2,17.3,76.0,2.2,1009.2,19.32,2004-09-24,
17.8,25.2,12.5,64.0,0.0,1013.1,21.42,2004-09-25,
18.2,26.5,13.5,49.0,0.0,1015.8,20.72,2004-09-26,
19.3,26.3,15.5,73.0,0.0,1017.3,18.82,2004-09-27,
20.6,28.2,16.7,77.0,0.0,1016.2,19.52,2004-09-28,
21.2,28.0,18.6,80.0,0.0,1014.6,17.62,2004-09-29,
20.8,26.9,18.3,82.0,0.0,1016.8,14.32,2004-09-30,
20.9,28.2,17.8,80.0,0.0,1017.9,16.32,2004-10-01,
21.0,25.9,18.0,81.0,0.0,1018.9,11.32,2004-10-02,
21.9,29.0,18.1,70.0,0.0,1018.4,17.32,2004-10-03,
23.2,29.4,19.1,52.0,0.0,1016.7,17.22,2004-10-04,
21.1,25.6,18.9,89.0,0.0,1014.6,10.52,2004-10-05,
21.8,27.4,19.1,79.0,0.0,1012.9,14.52,2004-10-06,
21.0,26.4,18.4,84.0,0.0,1012.6,14.42,2004-10-07,
21.2,28.1,18.5,85.0,0.0,1009.9,13.22,2004-10-08,
22.3,30.1,18.0,69.0,0.0,1007.2,16.22,2004-10-09,
,,,,,,,2004-10-10,
,,,,,,,2004-10-11,
,,,,,,,2004-10-12,
,,,,,,,2004-10-13,
,,,,,,,2004-10-14,
,,,,,,,2004-10-15,
,,,,,,,2004-10-16,
,,,,,,,2004-10-17,
,,,,,,,2004-10-18,
,,,,,,,2004-10-19,
,,,,,,,2004-10-20,
,,,,,,,2004-10-21,
,,,,,,,2004-10-22,
21.7,27.6,18.8,52.0,0.0,1015.8,14.52,2004-10-23,
21.2,27.7,18.4,74.0,0.0,1012.5,13.22,2004-10-24,
19.6,24.2,14.8,66.0,1.2,1009.4,8.22,2004-10-25,
12.8,15.6,11.3,89.0,4.4,1008.3,3.52,2004-10-26,
13.6,16.8,11.3,75.0,3.6,1003.8,4.42,2004-10-27,
14.6,20.2,12.0,75.0,0.2,999.2,11.02,2004-10-28,
15.1,19.6,11.8,60.0,0.0,1000.0,11.72,2004-10-29,
13.8,20.4,9.9,61.0,6.0,1003.6,8.92,2004-10-30,
12.7,20.0,9.9,77.0,5.2,1006.1,11.12,2004-10-31,
10.8,13.6,8.9,94.0,12.2,1010.2,4.72,2004-11-01,
13.1,18.7,9.6,68.0,0.0,1011.5,12.72,2004-11-02,
15.0,19.8,11.2,53.0,0.0,1013.9,9.32,2004-11-03,
14.9,18.2,13.5,61.0,0.0,1016.8,6.72,2004-11-04,
15.8,18.7,13.1,62.0,0.8,1019.3,4.22,2004-11-05,
13.5,17.9,10.1,70.0,0.0,1017.2,10.62,2004-11-06,
12.7,18.0,9.9,65.0,0.0,1013.8,9.12,2004-11-07,
11.2,17.3,7.3,59.0,0.0,1011.9,11.62,2004-11-08,
12.1,19.4,9.1,68.0,0.0,1006.1,9.82,2004-11-09,
10.5,16.9,8.2,70.0,0.0,1004.3,8.22,2004-11-10,
8.9,16.1,6.5,57.0,0.0,1008.0,5.92,2004-11-11,
11.4,15.1,7.2,53.0,0.0,1012.7,8.12,2004-11-12,
12.9,19.3,7.3,40.0,0.0,1009.0,11.32,2004-11-13,
9.8,17.6,5.8,34.0,0.0,1012.1,11.52,2004-11-14,
7.1,12.5,3.9,40.0,0.0,1019.0,10.62,2004-11-15,
8.2,14.7,3.3,47.0,0.0,1023.6,11.22,2004-11-16,
9.3,15.8,6.3,61.0,0.0,1026.8,10.12,2004-11-17,
10.3,17.2,6.8,54.0,0.0,1022.0,10.62,2004-11-18,
10.1,14.9,5.8,66.0,0.0,1018.8,10.12,2004-11-19,
11.2,13.8,9.4,89.0,0.0,1021.9,2.52,2004-11-20,
12.7,18.1,10.0,85.0,0.0,1023.6,8.82,2004-11-21,
12.9,18.3,10.9,80.0,0.0,1024.3,8.02,2004-11-22,
11.0,16.0,8.1,76.0,0.0,1023.0,9.12,2004-11-23,
10.7,15.2,6.9,79.0,0.0,1022.5,7.82,2004-11-24,
11.3,15.9,9.7,76.0,0.0,1024.2,5.22,2004-11-25,
10.7,14.2,9.1,71.0,0.0,1025.8,4.32,2004-11-26,
12.0,17.2,9.2,58.0,0.0,1023.3,8.82,2004-11-27,
11.6,17.0,8.8,72.0,0.0,1018.1,7.22,2004-11-28,
7.3,10.2,4.7,83.0,2.6,1012.6,6.52,2004-11-29,
6.9,12.1,3.6,71.0,0.0,1009.8,9.12,2004-11-30,
9.4,13.5,6.7,90.0,13.0,1004.5,3.72,2004-12-01,
10.7,16.4,7.0,69.0,0.0,1009.9,9.12,2004-12-02,
11.1,12.9,9.9,58.0,0.0,1017.3,6.42,2004-12-03,
10.2,11.6,8.5,80.0,7.0,1019.3,3.12,2004-12-04,
9.8,13.2,7.7,81.0,4.8,1022.0,4.72,2004-12-05,
8.6,11.0,6.6,80.0,0.0,1022.1,5.12,2004-12-06,
10.8,12.1,9.9,87.0,2.0,1018.7,2.72,2004-12-07,
11.3,15.5,9.4,86.0,15.4,1018.0,6.52,2004-12-08,
11.1,13.1,9.6,91.0,5.8,1016.3,0.72,2004-12-09,
14.2,17.9,12.4,56.0,0.0,1020.0,7.02,2004-12-10,
12.6,15.2,10.8,57.0,0.0,1022.2,8.82,2004-12-11,
11.4,14.4,10.3,84.0,0.0,1023.9,5.82,2004-12-12,
11.4,16.0,9.8,88.0,0.0,1026.9,7.92,2004-12-13,
11.1,14.6,10.0,91.0,0.0,1027.3,5.62,2004-12-14,
11.6,14.8,10.1,89.0,0.0,1023.4,5.92,2004-12-15,
9.5,14.1,6.7,82.0,0.0,1019.0,7.72,2004-12-16,
9.4,13.0,6.7,74.0,0.0,1014.8,7.42,2004-12-17,
10.3,15.2,8.4,78.0,0.0,1016.9,8.22,2004-12-18,
11.3,16.1,8.1,72.0,0.0,1009.9,7.22,2004-12-19,
9.8,14.8,5.4,73.0,13.2,1011.9,8.32,2004-12-20,
6.2,10.2,4.1,71.0,0.0,1021.8,6.72,2004-12-21,
6.2,10.0,4.0,62.0,0.0,1025.7,8.72,2004-12-22,
7.8,12.9,4.4,58.0,0.0,1024.0,7.82,2004-12-23,
8.5,12.6,6.7,80.0,0.0,1019.0,8.72,2004-12-24,
6.6,9.7,3.5,88.0,18.6,1004.2,1.82,2004-12-25,
4.2,6.9,2.1,71.0,2.4,999.0,5.22,2004-12-26,
4.2,8.0,1.8,45.0,0.0,1012.3,6.22,2004-12-27,
4.2,7.4,1.0,58.0,0.0,1017.4,3.52,2004-12-28,
7.7,13.4,4.1,39.0,0.0,1021.4,9.02,2004-12-29,
8.6,13.5,5.7,55.0,0.0,1029.0,7.22,2004-12-30,
9.1,13.4,6.4,64.0,0.0,1027.9,9.02,2004-12-31,
9.8,14.5,7.3,70.0,0.0,1028.6,9.02,2005-01-01,
9.6,12.6,6.5,71.0,0.0,1030.5,9.12,2005-01-02,
8.7,11.8,6.4,71.0,0.0,1034.9,9.22,2005-01-03,
9.2,15.0,5.8,59.0,0.0,1035.1,9.22,2005-01-04,
8.3,13.7,5.7,60.0,0.0,1035.1,8.42,2005-01-05,
9.9,13.4,5.4,52.0,0.0,1036.1,9.32,2005-01-06,
10.5,14.1,7.9,59.0,0.0,1035.0,9.32,2005-01-07,
9.8,14.1,6.8,75.0,0.0,1032.5,9.42,2005-01-08,
9.6,14.5,7.3,68.0,0.0,1032.0,9.52,2005-01-09,
7.9,11.1,5.4,80.0,0.0,1031.9,3.22,2005-01-10,
5.7,10.5,1.3,71.0,0.0,1031.2,9.62,2005-01-11,
4.4,8.3,-0.9,69.0,0.0,1029.2,9.72,2005-01-12,
10.2,16.3,3.9,56.0,0.0,1028.9,9.42,2005-01-13,
9.8,15.2,6.7,51.0,0.0,1026.8,10.12,2005-01-14,
9.3,14.7,6.7,75.0,0.0,1025.3,9.32,2005-01-15,
9.3,11.4,6.5,82.0,0.0,1027.0,3.22,2005-01-16,
6.1,11.7,2.9,83.0,0.0,1025.9,9.22,2005-01-17,
5.8,11.2,1.5,73.0,0.0,1017.3,9.42,2005-01-18,
6.9,14.6,2.5,67.0,0.0,1017.3,10.52,2005-01-19,
12.6,19.6,7.0,65.0,0.0,1022.1,9.82,2005-01-20,
11.1,17.0,7.3,60.0,0.0,1019.9,10.82,2005-01-21,
9.4,13.8,6.0,67.0,0.0,1019.7,10.62,2005-01-22,
7.9,13.4,5.3,72.0,0.0,1016.9,10.72,2005-01-23,
6.3,12.7,0.6,61.0,0.0,1013.2,9.12,2005-01-24,
0.8,5.6,-1.6,41.0,0.0,1012.2,11.52,2005-01-25,
-0.3,4.4,-3.0,40.0,0.0,1008.7,10.52,2005-01-26,
-0.7,5.4,-4.9,45.0,0.0,1011.6,10.92,2005-01-27,
1.7,5.6,-2.7,44.0,0.0,1011.8,6.82,2005-01-28,
5.4,12.3,1.8,48.0,0.0,1011.2,8.92,2005-01-29,
4.3,10.5,0.6,39.0,0.0,1022.6,12.02,2005-01-30,
4.7,12.1,0.1,46.0,0.0,1027.2,11.62,2005-01-31,
7.1,13.4,1.1,51.0,0.0,1022.4,12.22,2005-02-01,
8.8,14.2,5.3,64.0,0.0,1026.8,11.02,2005-02-02,
6.5,11.9,2.7,60.0,0.0,1026.7,12.12,2005-02-03,
7.6,14.4,5.1,80.0,0.0,1026.8,10.72,2005-02-04,
7.7,12.1,5.5,77.0,0.0,1022.7,5.62,2005-02-05,
6.2,7.7,5.3,95.0,11.8,1019.3,3.92,2005-02-06,
6.3,9.9,5.0,96.0,5.6,1020.7,5.32,2005-02-07,
7.0,11.5,4.9,88.0,13.4,1024.0,9.62,2005-02-08,
7.7,11.9,6.3,89.0,3.6,1030.5,8.12,2005-02-09,
9.9,16.3,7.0,60.0,0.0,1035.3,13.02,2005-02-10,
10.1,15.3,5.9,50.0,0.0,1033.3,12.92,2005-02-11,
12.1,17.9,9.3,53.0,0.0,1024.9,11.22,2005-02-12,
10.6,18.3,7.1,58.0,0.0,1010.9,13.82,2005-02-13,
5.3,9.4,2.4,42.0,0.0,1010.5,13.42,2005-02-14,
5.5,11.5,2.1,36.0,0.0,1006.9,15.02,2005-02-15,
4.0,11.0,-0.4,41.0,0.0,1011.2,13.72,2005-02-16,
3.5,10.1,-0.4,51.0,0.0,1016.7,12.52,2005-02-17,
2.2,9.8,-2.3,61.0,0.0,1020.0,15.02,2005-02-18,
5.3,14.2,1.6,69.0,0.0,1015.1,13.62,2005-02-19,
4.9,12.7,0.9,76.0,3.8,1009.5,10.52,2005-02-20,
3.3,10.6,-1.1,59.0,0.6,1006.3,16.02,2005-02-21,
1.5,8.6,-1.5,66.0,0.0,1004.4,8.02,2005-02-22,
1.9,8.9,-2.1,61.0,0.0,1010.4,13.92,2005-02-23,
2.9,6.9,1.6,80.0,0.0,1012.1,4.22,2005-02-24,
3.5,7.5,1.5,70.0,0.0,1011.2,6.62,2005-02-25,
4.9,13.4,0.9,59.0,0.0,1009.3,15.12,2005-02-26,
5.0,13.5,1.6,59.0,0.4,1008.0,16.52,2005-02-27,
-0.7,2.5,-3.7,88.0,12.2,1008.6,5.12,2005-02-28,
1.5,5.5,-1.6,71.0,0.0,1009.8,14.82,2005-03-01,
4.6,10.6,1.0,75.0,0.0,1008.5,8.32,2005-03-02,
6.5,13.1,2.4,66.0,0.0,1006.5,17.92,2005-03-03,
4.1,11.2,0.7,68.0,0.0,1011.3,12.72,2005-03-04,
4.8,13.2,0.1,58.0,0.0,1009.4,17.12,2005-03-05,
5.4,12.6,2.1,58.0,0.0,1013.0,11.82,2005-03-06,
4.6,10.9,1.3,42.0,0.0,1020.2,20.02,2005-03-07,
4.9,13.3,0.5,47.0,0.0,1026.2,19.42,2005-03-08,
6.3,13.7,2.3,58.0,0.0,1026.5,19.42,2005-03-09,
7.3,13.9,3.9,72.0,0.0,1023.8,13.22,2005-03-10,
4.8,7.1,2.4,89.0,7.0,1021.3,2.52,2005-03-11,
7.1,14.8,2.3,78.0,0.0,1014.3,18.22,2005-03-12,
8.7,15.1,5.4,78.0,0.0,1012.6,16.72,2005-03-13,
9.9,13.4,8.0,85.0,0.0,1017.0,7.22,2005-03-14,
9.8,14.0,8.0,90.0,0.0,1024.7,5.52,2005-03-15,
10.5,17.3,7.4,86.0,0.0,1030.3,15.62,2005-03-16,
11.8,16.8,8.4,74.0,0.0,1031.8,18.92,2005-03-17,
14.4,21.3,11.3,45.0,0.0,1028.7,21.42,2005-03-18,
14.5,21.4,11.6,40.0,0.0,1022.5,21.72,2005-03-19,
13.2,19.6,9.2,60.0,0.0,1017.5,19.62,2005-03-20,
